regime,policy,policy_class,tau,attack,attack_class,mechanism,strength,n,n_material,unsafe_allow,true_hold,true_block,immaterial_allow,integrity_only_hold_block,containment,unsafe_allow_rate
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,0,275,0,325,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,0,118,0,482,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,0,68,0,532,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,0,355,0,245,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,0,212,0,388,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,0,147,0,453,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,0,290,0,310,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,0,135,0,465,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,0,83,0,517,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,0,345,0,255,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,0,250,0,350,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,0,182,0,418,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,0,386,0,214,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,0,301,0,299,1.0,0.0
I_XFY_trusted,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,0,248,0,352,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,0,0,174,390,36,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,0,0,17,390,193,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,0,2,390,208,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,0,0,237,295,68,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,0,0,59,295,246,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,0,0,8,295,297,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,0,0,322,162,116,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,0,0,131,162,307,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,0,0,32,162,406,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,0,0,411,47,142,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,0,0,253,47,300,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,0,0,130,47,423,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,0,0,454,24,122,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,0,0,314,24,262,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,0,0,209,24,367,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,0,0,241,312,47,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,0,0,65,312,223,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,0,0,10,312,278,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,0,0,313,203,84,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,0,0,163,203,234,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,0,0,66,203,331,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,0,0,350,117,133,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,0,0,215,117,268,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,0,0,124,117,359,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,0,0,431,60,109,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,0,0,282,60,258,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,0,0,196,60,344,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,0,0,485,25,90,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,0,0,320,25,255,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,0,211,25,364,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,0,197,12,391,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,0,59,12,529,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,0,35,12,553,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,0,275,1,324,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,0,118,1,481,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,0,68,1,531,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,0,355,0,245,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,0,212,0,388,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,0,147,0,453,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,0,290,24,286,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,0,135,24,441,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,0,83,24,493,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,0,345,4,251,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,0,250,4,346,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,0,182,4,414,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,0,386,0,214,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,0,301,0,299,1.0,0.0
I_XFY_trusted,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,0,248,0,352,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,0,0,174,390,36,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,0,0,17,390,193,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,0,2,390,208,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,0,0,237,295,68,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,0,0,59,295,246,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,0,0,8,295,297,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,0,0,322,162,116,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,0,0,131,162,307,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,0,0,32,162,406,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,0,0,411,47,142,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,0,0,253,47,300,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,0,0,130,47,423,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,0,0,454,24,122,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,0,0,314,24,262,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,0,0,209,24,367,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,0,0,241,312,47,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,0,0,65,312,223,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,0,0,10,312,278,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,0,0,313,203,84,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,0,0,163,203,234,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,0,0,66,203,331,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,0,0,350,117,133,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,0,0,215,117,268,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,0,0,124,117,359,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,0,0,431,60,109,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,0,0,282,60,258,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,0,0,196,60,344,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,0,0,485,25,90,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,0,0,320,25,255,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,0,211,25,364,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,0,197,12,391,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,0,59,12,529,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,0,35,12,553,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,0,275,1,324,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,0,118,1,481,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,0,68,1,531,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,0,355,0,245,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,0,212,0,388,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,0,147,0,453,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,0,290,24,286,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,0,135,24,441,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,0,83,24,493,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,0,345,4,251,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,0,250,4,346,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,0,182,4,414,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,0,386,0,214,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,0,301,0,299,1.0,0.0
I_XFY_trusted,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,0,248,0,352,1.0,0.0
