regime,policy,policy_class,tau,attack,attack_class,mechanism,strength,n,n_material,unsafe_allow,true_hold,true_block,immaterial_allow,integrity_only_hold_block,containment,unsafe_allow_rate
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,3,347,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,3,415,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XF,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,0,174,0,0,426,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,0,17,0,0,583,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,2,0,0,598,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,0,237,0,0,363,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,0,59,0,0,541,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,0,8,0,0,592,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,0,322,0,0,278,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,0,131,0,0,469,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,0,32,0,0,568,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,0,411,0,0,189,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,0,253,0,0,347,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,0,130,0,0,470,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,0,454,0,0,146,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,0,314,0,0,286,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,0,209,0,0,391,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,0,241,0,0,359,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,0,65,0,0,535,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,0,10,0,0,590,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,0,313,0,0,287,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,0,163,0,0,437,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,0,66,0,0,534,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,0,350,0,0,250,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,0,215,0,0,385,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,0,124,0,0,476,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,0,431,0,0,169,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,0,282,0,0,318,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,0,196,0,0,404,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,0,485,0,0,115,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,0,320,0,0,280,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,211,0,0,389,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,197,0,0,403,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,59,0,0,541,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,0,565,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,0,325,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,0,482,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,0,532,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,290,0,0,310,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,135,0,0,465,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,0,517,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,345,0,0,255,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,0,350,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,0,418,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XF,family_calibrated_strict,coverage-complete abstaining (fail-closed on missing coverage: a mandatory boundary without declared exact or statistical coverage => hold; no minimum-power guarantee),0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,141,33,0,401,25,0.1896551724137931,0.8103448275862069
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,14,3,0,528,55,0.17647058823529413,0.8235294117647058
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,0,2,0,542,56,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,126,111,0,288,75,0.46835443037974683,0.5316455696202531
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,34,25,0,380,161,0.423728813559322,0.576271186440678
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,3,5,0,411,181,0.625,0.375
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,103,219,0,139,139,0.6801242236024845,0.3198757763975155
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,36,95,0,206,263,0.7251908396946565,0.2748091603053435
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,3,29,0,239,329,0.90625,0.09375
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,40,371,0,40,149,0.902676399026764,0.09732360097323602
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,13,240,0,67,280,0.9486166007905138,0.05138339920948617
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,2,128,0,78,392,0.9846153846153847,0.015384615384615385
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,17,437,0,20,126,0.9625550660792952,0.037444933920704845
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,4,310,0,33,253,0.9872611464968153,0.012738853503184714
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,1,208,0,36,355,0.9952153110047847,0.004784688995215311
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,241,111,130,0,323,36,0.5394190871369294,0.4605809128630705
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,65,22,43,0,412,123,0.6615384615384615,0.3384615384615385
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.020,adaptive,scaling_drift,0.02,600,10,2,8,0,432,158,0.8,0.2
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,313,70,243,0,189,98,0.7763578274760383,0.22364217252396165
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,163,11,152,0,248,189,0.9325153374233128,0.06748466257668712
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.050,adaptive,scaling_drift,0.05,600,66,2,64,0,257,277,0.9696969696969697,0.030303030303030304
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,350,58,292,0,113,137,0.8342857142857143,0.1657142857142857
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,215,13,202,0,158,227,0.9395348837209302,0.06046511627906977
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.100,adaptive,scaling_drift,0.1,600,124,3,121,0,168,308,0.9758064516129032,0.024193548387096774
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,431,31,400,0,57,112,0.9280742459396751,0.07192575406032482
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,282,7,275,0,81,237,0.975177304964539,0.024822695035460994
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,600,196,2,194,0,86,318,0.9897959183673469,0.01020408163265306
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,485,19,466,0,12,103,0.9608247422680413,0.03917525773195876
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,320,6,314,0,25,255,0.98125,0.01875
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,600,211,0,211,0,31,358,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,197,0,197,0,0,403,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,59,0,59,0,0,541,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.020,control,mean_shift,0.02,600,35,0,35,0,0,565,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,275,0,275,0,0,325,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,118,0,118,0,0,482,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.050,control,mean_shift,0.05,600,68,0,68,0,0,532,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,355,0,355,0,0,245,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,212,0,212,0,0,388,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,mean_shift_pf_delta_0.100,control,mean_shift,0.1,600,147,0,147,0,0,453,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,290,0,290,0,0,310,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,135,0,135,0,0,465,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.020,control,scaling_drift,0.02,600,83,0,83,0,0,517,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,345,0,345,0,0,255,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,250,0,250,0,0,350,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.050,control,scaling_drift,0.05,600,182,0,182,0,0,418,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.0,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,386,0,386,0,0,214,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.02,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,301,0,301,0,0,299,1.0,0.0
I_XFY,union_uncalibrated,"uncalibrated, risk-tolerant (1.1.0 union of per-sensor rules)",0.05,scaling_drift_alpha_0.100,control,scaling_drift,0.1,600,248,0,248,0,0,352,1.0,0.0
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,174,156,18,0,410,16,0.10344827586206896,0.896551724137931
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,17,16,1,0,550,33,0.058823529411764705,0.9411764705882353
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,600,2,1,1,0,565,33,0.5,0.5
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,237,159,78,0,311,52,0.3291139240506329,0.6708860759493671
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,59,40,19,0,430,111,0.3220338983050847,0.6779661016949152
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,600,8,3,5,0,467,125,0.625,0.375
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,322,148,174,0,180,98,0.5403726708074534,0.45962732919254656
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,131,52,79,0,276,193,0.6030534351145038,0.3969465648854962
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,600,32,10,22,0,318,250,0.6875,0.3125
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,411,67,344,0,59,130,0.8369829683698297,0.1630170316301703
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,253,24,229,0,102,245,0.9051383399209486,0.09486166007905138
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.250,adaptive,mean_shift,0.25,600,130,4,126,0,122,348,0.9692307692307692,0.03076923076923077
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.0,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,454,35,419,0,30,116,0.9229074889867841,0.07709251101321586
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.02,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,314,12,302,0,53,233,0.9617834394904459,0.03821656050955414
I_XFY,family_calibrated,"calibrated, risk-tolerant (may serve under a declared residual blind region)",0.05,cluster_preserving_mean_shift_delta_0.500,adaptive,mean_shift,0.5,600,209,3,206,0,62,329,0.9856459330143541,0.014354066985645933
