gate,attack,attack_class,mechanism,strength,regime,rule,n,n_fire,detection_rate
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,family_v12,60,0,0.0
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_Ym,family,60,0,0.0
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,union,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,family_v12,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY,family,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.250,adaptive,scaling_drift,0.25,I_XFY_trusted,exact,60,45,0.75
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,union,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,family_v12,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_X,family,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,union,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,family_v12,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XF,family,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,union,60,0,0.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,family_v12,60,0,0.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_Ym,family,60,0,0.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,union,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,family_v12,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY,family,60,60,1.0
gate2_id_256,cluster_preserving_scaling_alpha_0.500,adaptive,scaling_drift,0.5,I_XFY_trusted,exact,60,56,0.9333333333333333
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_X,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XF,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,union,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,family_v12,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_Ym,family,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.020,control,mean_shift,0.02,I_XFY_trusted,exact,60,14,0.23333333333333334
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_X,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XF,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,union,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,family_v12,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_Ym,family,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.050,control,mean_shift,0.05,I_XFY_trusted,exact,60,26,0.43333333333333335
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_X,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XF,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,union,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,family_v12,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_Ym,family,60,0,0.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,union,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,family_v12,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY,family,60,60,1.0
gate2_id_256,mean_shift_pf_delta_0.100,control,mean_shift,0.1,I_XFY_trusted,exact,60,33,0.55
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_X,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XF,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,union,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,family_v12,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_Ym,family,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.020,control,scaling_drift,0.02,I_XFY_trusted,exact,60,31,0.5166666666666667
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_X,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XF,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,union,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,family_v12,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_Ym,family,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.050,control,scaling_drift,0.05,I_XFY_trusted,exact,60,33,0.55
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_X,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XF,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,union,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,family_v12,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_Ym,family,60,0,0.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,union,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,family_v12,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY,family,60,60,1.0
gate2_id_256,scaling_drift_alpha_0.100,control,scaling_drift,0.1,I_XFY_trusted,exact,60,37,0.6166666666666667
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY_trusted,exact,60,9,0.15
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,union,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,family_v12,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,family,60,0,0.0
gate3a_ood_tue_wed,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY_trusted,exact,60,9,0.15
