scope_type,scope,attack,attack_class,mechanism,strength,regime,rule,n,n_fire,response_rate,clean_n_fire,paired_clean_false_action_rate,attack_only,clean_only,both_fire,neither_fire,n_material_tau0,material_fraction_tau0,material_fraction_tau002,material_fraction_tau005,mean_signed_delta_bal_acc,prediction_change_rate
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,120,60,0.5,12,0.1,48,0,12,60,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,120,104,0.8666666666666667,43,0.35833333333333334,61,0,43,16,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,120,61,0.5083333333333333,14,0.11666666666666667,47,0,14,59,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,120,24,0.2,24,0.2,0,0,24,96,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,120,24,0.2,24,0.2,0,0,24,96,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,120,106,0.8833333333333333,56,0.4666666666666667,50,0,56,14,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,120,57,0.475,16,0.13333333333333333,41,0,16,63,6,0.05,0.008333333333333333,0.0,-5.345178692743501e-05,0.05
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,120,120,1.0,35,0.2916666666666667,85,0,35,0,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,120,72,0.6,12,0.1,60,0,12,48,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,120,120,1.0,43,0.35833333333333334,77,0,43,0,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,120,92,0.7666666666666667,14,0.11666666666666667,78,0,14,28,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,120,24,0.2,24,0.2,0,0,24,96,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,120,24,0.2,24,0.2,0,0,24,96,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,120,120,1.0,56,0.4666666666666667,64,0,56,0,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate5b_id_ton_iot,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,120,90,0.75,16,0.13333333333333333,74,0,16,30,11,0.09166666666666666,0.008333333333333333,0.0,0.00038492815195071334,0.09166666666666666
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,union,60,20,0.3333333333333333,9,0.15,11,0,9,40,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_X,family,60,10,0.16666666666666666,5,0.08333333333333333,5,0,5,50,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,union,60,25,0.4166666666666667,15,0.25,10,0,15,35,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XF,family,60,6,0.1,5,0.08333333333333333,1,0,5,54,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,union,60,26,0.43333333333333335,18,0.3,8,0,18,34,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_gaussian_sigma_0.001,near_null,tiny_gaussian,0.001,I_XFY,family,60,4,0.06666666666666667,3,0.05,1,0,3,56,0,0.0,0.0,0.0,0.0,0.0
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,union,60,56,0.9333333333333333,9,0.15,47,0,9,4,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_X,family,60,35,0.5833333333333334,5,0.08333333333333333,30,0,5,25,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,union,60,57,0.95,15,0.25,42,0,15,3,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XF,family,60,18,0.3,5,0.08333333333333333,13,0,5,42,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,union,60,0,0.0,0,0.0,0,0,0,60,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_Ym,family,60,0,0.0,0,0.0,0,0,0,60,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,union,60,57,0.95,18,0.3,39,0,18,3,3,0.05,0.0,0.0,0.00012839609613803001,0.05
environment,gate6_ood_unsw,sham_tiny_scaling_alpha_0.001,near_null,tiny_scaling,0.001,I_XFY,family,60,11,0.18333333333333332,3,0.05,8,0,3,49,3,0.05,0.0,0.0,0.00012839609613803001,0.05
