response_kind,scope_type,scope,target,target_kind,rule,n,n_fire,false_action_rate,max_abs_response
clean_resample,environment,gate5b_id_ton_iot,integrity_mmd_vs_clean_eval,sensor,per_sensor_or_union,2400,414,0.1725,
clean_resample,environment,gate5b_id_ton_iot,integrity_ks_reject05_vs_clean_eval,sensor,per_sensor_or_union,2400,60,0.025,
clean_resample,environment,gate5b_id_ton_iot,integrity_score_jsd_vs_clean_eval,sensor,per_sensor_or_union,2400,146,0.0608333333333333,
clean_resample,environment,gate5b_id_ton_iot,integrity_pred_pos_rate_shift,sensor,per_sensor_or_union,2400,111,0.04625,
clean_resample,environment,gate5b_id_ton_iot,integrity_pred_jsd,sensor,per_sensor_or_union,2400,153,0.06375,
clean_resample,environment,gate5b_id_ton_iot,integrity_label_prior_shift,sensor,per_sensor_or_union,2400,168,0.07,
clean_resample,environment,gate5b_id_ton_iot,integrity_label_jsd,sensor,per_sensor_or_union,2400,168,0.07,
clean_resample,environment,gate5b_id_ton_iot,integrity_confusion_profile_l1,sensor,per_sensor_or_union,2400,138,0.0575,
clean_resample,environment,gate5b_id_ton_iot,integrity_confusion_profile_jsd,sensor,per_sensor_or_union,2400,194,0.0808333333333333,
clean_resample,environment,gate5b_id_ton_iot,I_X,regime,per_sensor_or_union,2400,516,0.215,
clean_resample,environment,gate5b_id_ton_iot,I_XF,regime,per_sensor_or_union,2400,672,0.28,
clean_resample,environment,gate5b_id_ton_iot,I_Ym,regime,per_sensor_or_union,2400,168,0.07,
clean_resample,environment,gate5b_id_ton_iot,I_XFY,regime,per_sensor_or_union,2400,860,0.3583333333333333,
clean_resample,environment,gate6_ood_unsw,integrity_jsd_vs_clean_eval,sensor,per_sensor_or_union,1200,38,0.0316666666666666,
clean_resample,environment,gate6_ood_unsw,integrity_mmd_vs_clean_eval,sensor,per_sensor_or_union,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,integrity_ks_reject05_vs_clean_eval,sensor,per_sensor_or_union,1200,42,0.035,
clean_resample,environment,gate6_ood_unsw,integrity_score_jsd_vs_clean_eval,sensor,per_sensor_or_union,1200,87,0.0725,
clean_resample,environment,gate6_ood_unsw,integrity_pred_pos_rate_shift,sensor,per_sensor_or_union,1200,107,0.0891666666666666,
clean_resample,environment,gate6_ood_unsw,integrity_pred_jsd,sensor,per_sensor_or_union,1200,110,0.0916666666666666,
clean_resample,environment,gate6_ood_unsw,integrity_label_prior_shift,sensor,per_sensor_or_union,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,integrity_label_jsd,sensor,per_sensor_or_union,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,integrity_confusion_profile_l1,sensor,per_sensor_or_union,1200,78,0.065,
clean_resample,environment,gate6_ood_unsw,integrity_confusion_profile_jsd,sensor,per_sensor_or_union,1200,56,0.0466666666666666,
clean_resample,environment,gate6_ood_unsw,I_X,regime,per_sensor_or_union,1200,86,0.0716666666666666,
clean_resample,environment,gate6_ood_unsw,I_XF,regime,per_sensor_or_union,1200,230,0.1916666666666666,
clean_resample,environment,gate6_ood_unsw,I_Ym,regime,per_sensor_or_union,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,I_XFY,regime,per_sensor_or_union,1200,285,0.2375,
clean_resample,pooled,all_environments,I_X,regime,union,12000,1500,0.125,
clean_resample,pooled,all_environments,I_X,regime,family,12000,672,0.056,
clean_resample,pooled,all_environments,I_XF,regime,union,12000,2438,0.2031666666666666,
clean_resample,pooled,all_environments,I_XF,regime,family,12000,695,0.0579166666666666,
clean_resample,pooled,all_environments,I_Ym,regime,union,12000,570,0.0475,
clean_resample,pooled,all_environments,I_Ym,regime,family,12000,570,0.0475,
clean_resample,pooled,all_environments,I_XFY,regime,union,12000,3113,0.2594166666666667,
clean_resample,pooled,all_environments,I_XFY,regime,family,12000,637,0.0530833333333333,
clean_resample,environment,gate2_id_256,I_X,regime,union,1200,244,0.2033333333333333,
clean_resample,environment,gate2_id_256,I_X,regime,family,1200,150,0.125,
clean_resample,environment,gate2_id_256,I_XF,regime,union,1200,294,0.245,
clean_resample,environment,gate2_id_256,I_XF,regime,family,1200,138,0.115,
clean_resample,environment,gate2_id_256,I_Ym,regime,union,1200,54,0.045,
clean_resample,environment,gate2_id_256,I_Ym,regime,family,1200,54,0.045,
clean_resample,environment,gate2_id_256,I_XFY,regime,union,1200,397,0.3308333333333333,
clean_resample,environment,gate2_id_256,I_XFY,regime,family,1200,148,0.1233333333333333,
clean_resample,environment,gate3a_ood_tue_wed,I_X,regime,union,1200,180,0.15,
clean_resample,environment,gate3a_ood_tue_wed,I_X,regime,family,1200,110,0.0916666666666666,
clean_resample,environment,gate3a_ood_tue_wed,I_XF,regime,union,1200,276,0.23,
clean_resample,environment,gate3a_ood_tue_wed,I_XF,regime,family,1200,97,0.0808333333333333,
clean_resample,environment,gate3a_ood_tue_wed,I_Ym,regime,union,1200,30,0.025,
clean_resample,environment,gate3a_ood_tue_wed,I_Ym,regime,family,1200,30,0.025,
clean_resample,environment,gate3a_ood_tue_wed,I_XFY,regime,union,1200,305,0.2541666666666666,
clean_resample,environment,gate3a_ood_tue_wed,I_XFY,regime,family,1200,78,0.065,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_X,regime,union,1200,79,0.0658333333333333,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_X,regime,family,1200,38,0.0316666666666666,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_XF,regime,union,1200,192,0.16,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_XF,regime,family,1200,28,0.0233333333333333,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_Ym,regime,union,1200,30,0.025,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_Ym,regime,family,1200,30,0.025,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_XFY,regime,union,1200,237,0.1975,
clean_resample,environment,gate3b_ood_tue_fri_portscan,I_XFY,regime,family,1200,45,0.0375,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_X,regime,union,1200,84,0.07,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_X,regime,family,1200,53,0.0441666666666666,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_XF,regime,union,1200,195,0.1625,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_XF,regime,family,1200,43,0.0358333333333333,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_Ym,regime,union,1200,30,0.025,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_Ym,regime,family,1200,30,0.025,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_XFY,regime,union,1200,217,0.1808333333333333,
clean_resample,environment,gate3c_ood_wed_thu_webattacks,I_XFY,regime,family,1200,44,0.0366666666666666,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_X,regime,union,1200,159,0.1325,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_X,regime,family,1200,59,0.0491666666666666,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_XF,regime,union,1200,255,0.2125,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_XF,regime,family,1200,49,0.0408333333333333,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_Ym,regime,union,1200,30,0.025,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_Ym,regime,family,1200,30,0.025,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_XFY,regime,union,1200,309,0.2575,
clean_resample,environment,gate3d_ood_wed_fri_morning,I_XFY,regime,family,1200,41,0.0341666666666666,
clean_resample,environment,gate5a_id_unsw,I_X,regime,union,2400,152,0.0633333333333333,
clean_resample,environment,gate5a_id_unsw,I_X,regime,family,2400,56,0.0233333333333333,
clean_resample,environment,gate5a_id_unsw,I_XF,regime,union,2400,324,0.135,
clean_resample,environment,gate5a_id_unsw,I_XF,regime,family,2400,100,0.0416666666666666,
clean_resample,environment,gate5a_id_unsw,I_Ym,regime,union,2400,168,0.07,
clean_resample,environment,gate5a_id_unsw,I_Ym,regime,family,2400,168,0.07,
clean_resample,environment,gate5a_id_unsw,I_XFY,regime,union,2400,503,0.2095833333333333,
clean_resample,environment,gate5a_id_unsw,I_XFY,regime,family,2400,83,0.0345833333333333,
clean_resample,environment,gate5b_id_ton_iot,I_X,regime,union,2400,516,0.215,
clean_resample,environment,gate5b_id_ton_iot,I_X,regime,family,2400,155,0.0645833333333333,
clean_resample,environment,gate5b_id_ton_iot,I_XF,regime,union,2400,672,0.28,
clean_resample,environment,gate5b_id_ton_iot,I_XF,regime,family,2400,181,0.0754166666666666,
clean_resample,environment,gate5b_id_ton_iot,I_Ym,regime,union,2400,168,0.07,
clean_resample,environment,gate5b_id_ton_iot,I_Ym,regime,family,2400,168,0.07,
clean_resample,environment,gate5b_id_ton_iot,I_XFY,regime,union,2400,860,0.3583333333333333,
clean_resample,environment,gate5b_id_ton_iot,I_XFY,regime,family,2400,149,0.0620833333333333,
clean_resample,environment,gate6_ood_unsw,I_X,regime,union,1200,86,0.0716666666666666,
clean_resample,environment,gate6_ood_unsw,I_X,regime,family,1200,51,0.0425,
clean_resample,environment,gate6_ood_unsw,I_XF,regime,union,1200,230,0.1916666666666666,
clean_resample,environment,gate6_ood_unsw,I_XF,regime,family,1200,59,0.0491666666666666,
clean_resample,environment,gate6_ood_unsw,I_Ym,regime,union,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,I_Ym,regime,family,1200,60,0.05,
clean_resample,environment,gate6_ood_unsw,I_XFY,regime,union,1200,285,0.2375,
clean_resample,environment,gate6_ood_unsw,I_XFY,regime,family,1200,49,0.0408333333333333,
paired_identity,pooled,all_environments,paired__integrity_jsd_vs_clean_eval,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_mmd_vs_clean_eval,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_ks_reject05_vs_clean_eval,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_score_jsd_vs_clean_eval,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_pred_pos_rate_shift,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_pred_jsd,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_label_prior_shift,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_label_jsd,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_confusion_profile_l1,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_confusion_profile_jsd,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired__integrity_ks_mean_vs_clean_eval,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired_pred_disagreement,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired_label_flip_rate,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired_confusion_profile_l1,exact_same_item,exact_zero,600,0,,0.0
paired_identity,pooled,all_environments,paired_confusion_profile_jsd,exact_same_item,exact_zero,600,0,,0.0
