protocol,dataset_tag,model,svd_dim,split_seed,model_seed,impact_mean,detectability_feature_sharednorm_mean,detectability_standard_sharednorm_mean,detectability_label_marginal_sharednorm_mean,detectability_joint_outcome_sharednorm_mean,detectability_full_sharednorm_mean,stealth_standard_sharednorm_mean,stealth_full_sharednorm_mean,n_attacks,seed_unit
id,id8c8771f4,qsvc_z_r1,8,45,45,0.013727979556832835,0.21873403995140808,0.22449245416429597,0.08887557316470082,0.028235432851891753,0.11062710247691313,0.012489993850488882,0.012546649728392017,18,45|45
id,id8c8771f4,qsvc_z_r1,8,46,42,0.030046911036494373,0.19623430703720227,0.20442234207355262,0.05555555555555555,0.07792411271636115,0.11985645845337523,0.02018902405525171,0.021336455952715817,18,46|42
id,id8c8771f4,qsvc_z_r1,8,46,43,0.023362146823366462,0.2072677892564802,0.21424825116138005,0.09875927420876114,0.020790700413198367,0.10531500501173038,0.021504449523599988,0.021818235186759835,18,46|43
id,id8c8771f4,qsvc_z_r1,8,46,44,0.010246534566091016,0.18790416424537013,0.19536076772228655,0.08641535418570365,0.03473726263129435,0.10254182658336591,0.009025186653649776,0.009427440542692308,18,46|44
id,id8c8771f4,qsvc_z_r1,8,46,45,0.01697815925368863,0.19469479436452575,0.204909881676533,0.08887557316470082,0.06788986765784272,0.12153091012043155,0.013829749836079881,0.014448744435544468,18,46|45
id,id8c8771f4,qsvc_z_r1,10,42,42,0.015438882105548772,0.2304112708038327,0.24405004730758748,0.07638740501592309,0.03530802558391697,0.11868319338016191,0.014284069607502257,0.014283585811085233,18,42|42
id,id8c8771f4,qsvc_z_r1,10,42,43,0.017342190242055824,0.21428560432756957,0.2167706874888351,0.09721925447629062,0.013286335562417324,0.10254117606545529,0.01634971227603475,0.015741338305385936,18,42|43
id,id8c8771f4,qsvc_z_r1,10,42,44,0.03640186576767459,0.21588858721992196,0.2259523038495161,0.06423425544651948,0.08872398406639409,0.13417251332937036,0.023251880232275857,0.025109400444211283,18,42|44
id,id8c8771f4,qsvc_z_r1,10,42,45,0.030263235992402653,0.21252190090941137,0.21329888380783146,0.16666666666666666,0.07821323542093685,0.14341773142448574,0.016855101351813204,0.01849028710884898,18,42|45
id,id8c8771f4,qsvc_z_r1,10,43,42,0.03281568273811701,0.22799835624624634,0.23354979197965037,0.08641535418570365,0.08516581343859207,0.13935081304390629,0.017969110250749473,0.019749347829013813,18,43|42
id,id8c8771f4,qsvc_z_r1,10,43,43,0.03882769802628673,0.22578852592504134,0.23308975027238135,0.09721925447629062,0.10352031426276537,0.14949082557781213,0.02228488500760624,0.024076251267630442,18,43|43
id,id8c8771f4,qsvc_z_r1,10,43,44,0.013849881264195773,0.20041265493402066,0.19771932640027282,0.13194296057147867,0.036843728943999066,0.11263471558764035,0.01339897781053333,0.012763024091019936,18,43|44
id,id8c8771f4,qsvc_z_r1,10,43,45,0.031586450018368295,0.1877938848256299,0.19581061263801333,0.08024339560167054,0.06594886125772312,0.11577032254945545,0.020267132714653815,0.02281740163604061,18,43|45
id,id8c8771f4,qsvc_z_r1,10,44,42,0.027036489757310638,0.22612841717119472,0.2297281624814263,0.11727515281585174,0.08728733114159698,0.14453632829685395,0.01564069984821549,0.01641281300615967,18,44|42
id,id8c8771f4,qsvc_z_r1,10,44,43,0.02930621343759783,0.21444846651469684,0.22741045542229962,0.09721925447629062,0.08728660934204253,0.14004667066836296,0.015372491538591795,0.016858271820670102,18,44|43
id,id8c8771f4,qsvc_z_r1,10,44,44,0.041558608158070526,0.1983309501329951,0.2071486084027188,0.07638740501592309,0.08145561313645619,0.1262406644840911,0.024669925116750226,0.0278241318742991,18,44|44
id,id8c8771f4,qsvc_z_r1,10,44,45,0.022406443842615937,0.2107464847975287,0.21023045885927416,0.08024339560167054,0.061083948924770745,0.1188025792058447,0.01232491060166964,0.015274789658195552,18,44|45
