gate,svd_dim,model,regime,n_resplits,resplit_rate_family_v12,resplit_rate_family,resplit_rate_family_max,conformal_level
gate5b_id_ton_iot,12,qsvc_z_r1,I_Ym,30,0.03766666666666667,0.03766666666666667,0.07,0.04975124378109453
gate5b_id_ton_iot,12,qsvc_z_r1,I_XFY,30,0.066,0.03833333333333333,0.095,0.04975124378109453
gate5b_id_ton_iot,12,qsvc_zz_r1,I_X,30,0.058333333333333334,0.04700000000000001,0.09,0.04975124378109453
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XF,30,0.05650000000000001,0.039666666666666656,0.085,0.04975124378109453
gate5b_id_ton_iot,12,qsvc_zz_r1,I_Ym,30,0.036,0.036,0.105,0.04975124378109453
gate5b_id_ton_iot,12,qsvc_zz_r1,I_XFY,30,0.06266666666666666,0.03150000000000001,0.095,0.04975124378109453
gate5b_id_ton_iot,12,svc_rbf,I_X,30,0.05250000000000001,0.03916666666666666,0.065,0.04975124378109453
gate5b_id_ton_iot,12,svc_rbf,I_XF,30,0.06816666666666667,0.0445,0.105,0.04975124378109453
gate5b_id_ton_iot,12,svc_rbf,I_Ym,30,0.03783333333333334,0.03783333333333334,0.07,0.04975124378109453
gate5b_id_ton_iot,12,svc_rbf,I_XFY,30,0.066,0.034166666666666665,0.1,0.04975124378109453
gate6_ood_unsw,8,qsvc_zz_r1,I_X,30,0.05266666666666666,0.047333333333333324,0.1,0.04975124378109453
gate6_ood_unsw,8,qsvc_zz_r1,I_XF,30,0.0585,0.04449999999999999,0.095,0.04975124378109453
