geometry,attack,attack_class,mechanism,strength,subset,regime,rule,n,n_fire,response_rate,clean_n_fire,attack_only,clean_only,both_fire
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_X,union,404,80,0.19801980198019803,80,0,0,80
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_X,family,404,31,0.07673267326732673,31,0,0,31
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XF,union,404,111,0.2747524752475248,111,0,0,111
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XF,family,404,32,0.07920792079207921,32,0,0,32
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_Ym,union,404,46,0.11386138613861387,46,0,0,46
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_Ym,family,404,46,0.11386138613861387,46,0,0,46
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XFY,union,404,179,0.4430693069306931,152,28,1,151
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_separable,I_XFY,family,404,46,0.11386138613861387,39,10,3,36
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_X,union,196,22,0.11224489795918367,22,0,0,22
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_X,family,196,12,0.061224489795918366,12,0,0,12
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XF,union,196,44,0.22448979591836735,44,0,0,44
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XF,family,196,11,0.05612244897959184,11,0,0,11
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_Ym,union,196,2,0.01020408163265306,2,0,0,2
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_Ym,family,196,2,0.01020408163265306,2,0,0,2
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XFY,union,196,45,0.22959183673469388,45,0,0,45
aligned,label_flip_prior_preserving_r_0.050,label,label_flip_prior_preserving,0.05,aggregate_blind,I_XFY,family,196,9,0.04591836734693878,9,0,0,9
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_Ym,union,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_Ym,family,600,48,0.08,48,0,0,48
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XFY,union,600,255,0.425,197,59,1,196
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,all,I_XFY,family,600,92,0.15333333333333332,48,46,2,46
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_X,union,421,73,0.17339667458432304,73,0,0,73
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_X,family,421,31,0.07363420427553444,31,0,0,31
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XF,union,421,104,0.24703087885985747,104,0,0,104
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XF,family,421,27,0.06413301662707839,27,0,0,27
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_Ym,union,421,42,0.0997624703087886,42,0,0,42
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_Ym,family,421,42,0.0997624703087886,42,0,0,42
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XFY,union,421,200,0.4750593824228028,142,59,1,141
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,material,I_XFY,family,421,74,0.17577197149643706,30,46,2,28
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_X,union,421,73,0.17339667458432304,73,0,0,73
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_X,family,421,31,0.07363420427553444,31,0,0,31
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XF,union,421,104,0.24703087885985747,104,0,0,104
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XF,family,421,27,0.06413301662707839,27,0,0,27
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_Ym,union,421,42,0.0997624703087886,42,0,0,42
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_Ym,family,421,42,0.0997624703087886,42,0,0,42
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XFY,union,421,200,0.4750593824228028,142,59,1,141
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_separable,I_XFY,family,421,74,0.17577197149643706,30,46,2,28
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_X,union,179,29,0.16201117318435754,29,0,0,29
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_X,family,179,12,0.0670391061452514,12,0,0,12
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XF,union,179,51,0.2849162011173184,51,0,0,51
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XF,family,179,16,0.0893854748603352,16,0,0,16
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_Ym,union,179,6,0.0335195530726257,6,0,0,6
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_Ym,family,179,6,0.0335195530726257,6,0,0,6
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XFY,union,179,55,0.30726256983240224,55,0,0,55
aligned,label_flip_prior_preserving_r_0.100,label,label_flip_prior_preserving,0.1,aggregate_blind,I_XFY,family,179,18,0.1005586592178771,18,0,0,18
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_Ym,union,600,60,0.1,48,12,0,48
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_Ym,family,600,60,0.1,48,12,0,48
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_XFY,union,600,214,0.3566666666666667,197,21,4,193
aligned,label_flip_r_0.020,label,label_flip,0.02,all,I_XFY,family,600,64,0.10666666666666667,48,18,2,46
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_X,union,516,93,0.18023255813953487,93,0,0,93
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_X,family,516,35,0.06782945736434108,35,0,0,35
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_XF,union,516,136,0.26356589147286824,136,0,0,136
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_XF,family,516,35,0.06782945736434108,35,0,0,35
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_Ym,union,516,48,0.09302325581395349,36,12,0,36
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_Ym,family,516,48,0.09302325581395349,36,12,0,36
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_XFY,union,516,186,0.36046511627906974,169,21,4,165
aligned,label_flip_r_0.020,label,label_flip,0.02,material,I_XFY,family,516,54,0.10465116279069768,38,18,2,36
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_X,union,563,97,0.17229129662522202,97,0,0,97
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_X,family,563,38,0.0674955595026643,38,0,0,38
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XF,union,563,143,0.2539964476021314,143,0,0,143
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XF,family,563,38,0.0674955595026643,38,0,0,38
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_Ym,union,563,48,0.0852575488454707,36,12,0,36
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_Ym,family,563,48,0.0852575488454707,36,12,0,36
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XFY,union,563,193,0.3428063943161634,176,21,4,172
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_separable,I_XFY,family,563,57,0.10124333925399645,41,18,2,39
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_X,union,37,5,0.13513513513513514,5,0,0,5
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_X,family,37,5,0.13513513513513514,5,0,0,5
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XF,union,37,12,0.32432432432432434,12,0,0,12
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XF,family,37,5,0.13513513513513514,5,0,0,5
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_Ym,union,37,12,0.32432432432432434,12,0,0,12
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_Ym,family,37,12,0.32432432432432434,12,0,0,12
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XFY,union,37,21,0.5675675675675675,21,0,0,21
aligned,label_flip_r_0.020,label,label_flip,0.02,aggregate_blind,I_XFY,family,37,7,0.1891891891891892,7,0,0,7
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_Ym,union,600,84,0.14,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_Ym,family,600,84,0.14,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_XFY,union,600,252,0.42,197,67,12,185
aligned,label_flip_r_0.050,label,label_flip,0.05,all,I_XFY,family,600,69,0.115,48,33,12,36
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_X,union,548,97,0.177007299270073,97,0,0,97
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_X,family,548,39,0.07116788321167883,39,0,0,39
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_XF,union,548,147,0.26824817518248173,147,0,0,147
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_XF,family,548,39,0.07116788321167883,39,0,0,39
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_Ym,union,548,84,0.15328467153284672,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_Ym,family,548,84,0.15328467153284672,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_XFY,union,548,244,0.44525547445255476,189,67,12,177
aligned,label_flip_r_0.050,label,label_flip,0.05,material,I_XFY,family,548,65,0.11861313868613138,44,33,12,32
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_X,union,599,102,0.17028380634390652,102,0,0,102
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_X,family,599,43,0.07178631051752922,43,0,0,43
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XF,union,599,155,0.2587646076794658,155,0,0,155
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XF,family,599,43,0.07178631051752922,43,0,0,43
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_Ym,union,599,84,0.14023372287145242,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_Ym,family,599,84,0.14023372287145242,48,60,24,24
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XFY,union,599,252,0.42070116861435725,197,67,12,185
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_separable,I_XFY,family,599,69,0.11519198664440734,48,33,12,36
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_X,union,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_X,family,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XF,union,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XF,family,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_Ym,union,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_Ym,family,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XFY,union,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.050,label,label_flip,0.05,aggregate_blind,I_XFY,family,1,0,0.0,0,0,0,0
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_X,union,600,102,0.17,102,0,0,102
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_X,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_XF,union,600,155,0.25833333333333336,155,0,0,155
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_XF,family,600,43,0.07166666666666667,43,0,0,43
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_Ym,union,600,54,0.09,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_Ym,family,600,54,0.09,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_XFY,union,600,269,0.4483333333333333,197,75,3,194
aligned,label_flip_r_0.100,label,label_flip,0.1,all,I_XFY,family,600,84,0.14,48,49,13,35
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_X,union,528,96,0.18181818181818182,96,0,0,96
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_X,family,528,39,0.07386363636363637,39,0,0,39
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_XF,union,528,142,0.2689393939393939,142,0,0,142
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_XF,family,528,38,0.07196969696969698,38,0,0,38
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_Ym,union,528,54,0.10227272727272728,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_Ym,family,528,54,0.10227272727272728,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_XFY,union,528,256,0.48484848484848486,184,75,3,181
aligned,label_flip_r_0.100,label,label_flip,0.1,material,I_XFY,family,528,80,0.15151515151515152,44,49,13,31
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_X,union,566,101,0.1784452296819788,101,0,0,101
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_X,family,566,43,0.07597173144876325,43,0,0,43
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XF,union,566,148,0.26148409893992935,148,0,0,148
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XF,family,566,40,0.0706713780918728,40,0,0,40
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_Ym,union,566,54,0.09540636042402827,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_Ym,family,566,54,0.09540636042402827,48,6,0,48
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XFY,union,566,262,0.4628975265017668,190,75,3,187
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_separable,I_XFY,family,566,82,0.14487632508833923,46,49,13,33
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_X,union,34,1,0.029411764705882353,1,0,0,1
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_X,family,34,0,0.0,0,0,0,0
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XF,union,34,7,0.20588235294117646,7,0,0,7
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XF,family,34,3,0.08823529411764706,3,0,0,3
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_Ym,union,34,0,0.0,0,0,0,0
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_Ym,family,34,0,0.0,0,0,0,0
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XFY,union,34,7,0.20588235294117646,7,0,0,7
aligned,label_flip_r_0.100,label,label_flip,0.1,aggregate_blind,I_XFY,family,34,2,0.058823529411764705,2,0,0,2
