scope,attack,attack_class,mechanism,strength,regime,rule,n,primary_n_fire,without_ks_n_fire,delta_n_fire,surviving_primary_fires,ablation_role
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_XF,union,600,13,13,0,13,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_XF,family,600,6,7,1,6,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_XFY,union,600,13,13,0,13,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.050,pipeline,dropout,,I_XFY,family,600,7,7,0,7,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_XF,union,600,36,36,0,36,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_XF,family,600,19,20,1,19,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_XFY,union,600,36,36,0,36,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_dropout_p_0.100,pipeline,dropout,,I_XFY,family,600,18,18,0,18,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_X,union,600,71,71,0,71,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_X,family,600,54,54,0,54,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_XF,union,600,115,115,0,115,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_XF,family,600,78,78,0,78,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_XFY,union,600,120,120,0,120,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.020,corruption,sign_flip,,I_XFY,family,600,75,75,0,75,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_X,union,600,319,319,0,319,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_X,family,600,281,295,14,281,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_XF,union,600,383,383,0,383,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_XF,family,600,310,315,5,310,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_XFY,union,600,385,385,0,385,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.050,corruption,sign_flip,,I_XFY,family,600,283,284,1,283,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_X,union,600,454,454,0,454,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_X,family,600,430,435,5,430,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_XF,union,600,526,526,0,526,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_XF,family,600,503,505,2,503,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_XFY,union,600,527,527,0,527,descriptive frozen-only; never replaces the prespecified primary family
core_original,feature_sign_flip_p_0.100,corruption,sign_flip,,I_XFY,family,600,495,496,1,495,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_XFY,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.020,target_shift,label_flip_prior_preserving,0.02,I_XFY,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_XFY,union,600,1,1,0,1,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.050,target_shift,label_flip_prior_preserving,0.05,I_XFY,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_XFY,union,600,20,20,0,20,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_prior_preserving_r_0.100,target_shift,label_flip_prior_preserving,0.1,I_XFY,family,600,7,7,0,7,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_XFY,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.020,target_shift,label_flip,,I_XFY,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_XFY,union,600,2,2,0,2,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.050,target_shift,label_flip,,I_XFY,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_X,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_X,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_XF,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_XF,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_XFY,union,600,20,20,0,20,descriptive frozen-only; never replaces the prespecified primary family
core_original,label_flip_r_0.100,target_shift,label_flip,,I_XFY,family,600,4,4,0,4,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_X,union,600,600,345,-255,345,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_X,family,600,600,342,-258,342,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_XF,union,600,600,466,-134,466,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_XF,family,600,584,450,-134,450,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_XFY,union,600,600,466,-134,466,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.020,covariate_shift,mean_shift,0.02,I_XFY,family,600,583,441,-142,441,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_X,union,600,600,525,-75,525,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_X,family,600,600,518,-82,518,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_XF,union,600,600,575,-25,575,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_XF,family,600,599,573,-26,573,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_XFY,union,600,600,575,-25,575,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.050,covariate_shift,mean_shift,0.05,I_XFY,family,600,598,571,-27,571,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_X,union,600,600,543,-57,543,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_X,family,600,600,542,-58,542,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_XF,union,600,600,592,-8,592,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_XF,family,600,600,590,-10,590,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_XFY,union,600,600,592,-8,592,descriptive frozen-only; never replaces the prespecified primary family
core_original,mean_shift_pf_delta_0.100,covariate_shift,mean_shift,0.1,I_XFY,family,600,600,588,-12,588,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_X,union,600,600,345,-255,345,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_X,family,600,597,339,-258,339,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_XF,union,600,600,406,-194,406,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_XF,family,600,578,398,-180,398,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_XFY,union,600,600,406,-194,406,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.020,covariate_shift,scaling_drift,,I_XFY,family,600,567,396,-171,396,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_X,union,600,600,462,-138,462,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_X,family,600,599,452,-147,452,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_XF,union,600,600,515,-85,515,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_XF,family,600,587,500,-87,500,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_XFY,union,600,600,515,-85,515,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.050,covariate_shift,scaling_drift,,I_XFY,family,600,585,497,-88,497,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_X,union,600,600,569,-31,569,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_X,family,600,600,563,-37,563,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_XF,union,600,600,584,-16,584,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_XF,family,600,598,581,-17,581,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_XFY,union,600,600,584,-16,584,descriptive frozen-only; never replaces the prespecified primary family
core_original,scaling_drift_alpha_0.100,covariate_shift,scaling_drift,,I_XFY,family,600,597,577,-20,577,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,union,600,6,4,-2,4,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_X,family,600,4,4,0,4,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,union,600,51,49,-2,49,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XF,family,600,31,31,0,31,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,union,600,51,49,-2,49,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.020,adaptive,mean_shift,0.02,I_XFY,family,600,27,27,0,27,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,union,600,64,58,-6,58,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_X,family,600,50,49,-1,47,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,union,600,191,188,-3,188,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XF,family,600,135,138,3,134,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,union,600,191,188,-3,188,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.050,adaptive,mean_shift,0.05,I_XFY,family,600,127,126,-1,126,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_X,union,600,244,238,-6,238,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_X,family,600,215,219,4,215,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XF,union,600,351,348,-3,348,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XF,family,600,298,301,3,298,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_Ym,union,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_Ym,family,600,0,0,0,0,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XFY,union,600,351,348,-3,348,descriptive frozen-only; never replaces the prespecified primary family
gateA_original,cluster_preserving_mean_shift_delta_0.100,adaptive,mean_shift,0.1,I_XFY,family,600,280,282,2,280,descriptive frozen-only; never replaces the prespecified primary family
